Sample	minDP	N_variants_by_WGS	N_variants_by_ATAC	N_overlap_variants_by_ATAC	Recovered_percentage	Correctly_performance_percentage	Sens_AA	Sens_AB	Sens_BB	Spec_AA	Spec_AB	Spec_BB
HG00155	5	6569561	334315	298944	0.050888484025036075	0.04550441041646466	0.9495561098980867	0.7575053730278819	0.9815013075451497	0.8949065854413369	0.9887287090849624	0.7916395345545143
HG00156	5	6569563	323348	288755	0.049219103310220176	0.0439534562648992	0.9493149533495839	0.7599309995322002	0.9801410062382341	0.893967320630972	0.9887775805224448	0.7853825904344997
HG00157	5	6569604	450338	402689	0.06854872835562083	0.061295779776071736	0.9520801867362351	0.7592393378908283	0.9829501209065945	0.8932725172001498	0.989785024067171	0.7870590165727726
HG00158	5	6569499	365179	326667	0.055587039437862765	0.049724796365750265	0.9507622601279317	0.7642842584414702	0.9825496849248667	0.8934052613652301	0.9890105059563058	0.7886207220381277
HG00159	5	6569568	381579	341996	0.05808281457776219	0.05205760865859064	0.9522256097560976	0.765348343698023	0.9830384186194803	0.8955484934649113	0.9899007026058942	0.7909852362078476
HG00231	5	6569584	360758	322369	0.054913370466075175	0.049069925888762515	0.9499924857228734	0.7616097993840586	0.9801008403361344	0.8943432454965766	0.9866892082276698	0.7866932872868552
HG00232	5	6569418	320760	282170	0.048826243055320885	0.04295205450467606	0.9287171669793621	0.7625764035132775	0.9448301958187494	0.900482070173045	0.9263492855805827	0.7716519616175039
HG00233	5	6569511	280019	251291	0.04262402483228965	0.03825109661891121	0.9491824795096273	0.777382081192529	0.9807738211487967	0.9000390575867707	0.986650060872364	0.7860484530165742
HG00234	5	6569501	305937	273447	0.046569290422514585	0.041623709319779385	0.9485710301639718	0.7658119136912929	0.9809944751381215	0.8960853112351208	0.9883261847610803	0.7789458571291835
HG00237	5	6569657	330642	294866	0.05032865490542353	0.04488301291833044	0.9522440495359663	0.7511339323919555	0.9803079060922987	0.8919878018012088	0.9894532473226029	0.7828721617872527
HG00238	5	6569642	336550	301977	0.05122805778457944	0.04596551836462322	0.9506862385748114	0.7753862478389331	0.9811743450767841	0.8979617631380824	0.9895056324052998	0.7880546768436022
HG00239	5	6569643	332340	299042	0.05058722368932376	0.04551875954294624	0.950533462657614	0.7750506340049338	0.983460492852758	0.9013591307768599	0.9905659220001718	0.7971113385647675
HG00242	5	6569588	328678	294693	0.050030230206216886	0.04485715085938418	0.9508960782031887	0.7699247976425113	0.9794072657743785	0.8977400074710497	0.9886722445419139	0.7850388511701328
HG00243	5	6569666	287330	256463	0.04373586115336761	0.03903744878354547	0.9488984416980119	0.7640327268812575	0.9797410008779631	0.8936006021771995	0.9905510272443055	0.7750959384604699
HG00244	5	6569587	189329	169617	0.028819010997190538	0.025818517967720042	0.949926664410187	0.7710859143637822	0.9806596555204636	0.8970149542848288	0.9894396506476875	0.7833289986996099
HG00245	5	6569485	341417	305470	0.05197013160087891	0.04649831760023807	0.9496947413812669	0.7662527659418832	0.9805579945168169	0.8945337551840609	0.9888258268534142	0.7867329921214561
HG00246	5	6569590	411483	367445	0.0626345023053189	0.05593119205308094	0.9474972771194251	0.7631407629799261	0.9793098229150901	0.8939861048896384	0.9857442472448111	0.7824294092750469
HG00255	5	6569658	280905	251561	0.04275793351800048	0.038291338757664405	0.9507217214545305	0.7633158972026381	0.9794903534232542	0.8968293423031978	0.988659125721692	0.7896593255333793
HG00262	5	6569560	330635	294946	0.05032833249106485	0.04489585299472111	0.9514740534854886	0.7565555743529013	0.9794857565667776	0.8928782155559845	0.9889429455992923	0.7799069137184435
HG00263	5	6569533	491464	440502	0.07480957931104083	0.06705225470364484	0.9509054420228176	0.7644603999533431	0.9817840746408649	0.896621800724531	0.9880565513082515	0.7920035044402851
HG00264	5	6569512	233207	207580	0.035498374917345456	0.0315974763422306	0.951735929550227	0.7508117747258597	0.9792176689728579	0.8931851286405309	0.989373081981587	0.7698374510993494
HG00265	5	6569573	518065	465034	0.07885824542934526	0.07078603129914228	0.9515316359744951	0.7667263279803304	0.9812972997690742	0.8982584141571812	0.989039169789012	0.7962191694416875
HG01789	5	6569556	553512	493481	0.0842540957105777	0.07511633967348783	0.9530818606085238	0.7486123697326688	0.9818767751802491	0.8897629553550109	0.9900526579927043	0.7864567838580404
HG01790	5	6569536	320361	286777	0.048764631170298785	0.043652550195325816	0.9504743042430757	0.7632925341414459	0.9825846292879467	0.8973673408888787	0.9896667857325101	0.7840777632547588
HG01791	5	6569523	434859	390765	0.06619339029637311	0.0594814874687249	0.9528473010284775	0.7692725495166021	0.9837418435049624	0.8968771289435393	0.9896769865744924	0.7997369946061605
HG02215	5	6569448	411205	368742	0.06259353906142495	0.056129830086180756	0.9522365677062586	0.7615021352202238	0.9823011396339357	0.8960470264501733	0.9896797585529381	0.7965601334873572
