Sample	minDP	N_variants_by_WGS	N_variants_by_ATAC	N_overlap_variants_by_ATAC	Recovered_percentage	Correctly_performance_percentage	Sens_AA	Sens_AB	Sens_BB	Spec_AA	Spec_AB	Spec_BB
HG00096	3	5977376	991719	827031	0.1659120992221336	0.1383602102327175	0.9985198961602542	0.4918966746448032	0.9738637842662089	0.8025673884981369	0.9928690736219966	0.8105751870002579
HG00101	3	5976840	1113133	923060	0.18624105714725508	0.15443946968632255	0.9986720172876721	0.46963445009142346	0.9721884253626449	0.8005826419762209	0.9929802130898021	0.8024386217522492
HG00102	3	5977791	1151006	960307	0.19254704622493493	0.16064579708457521	0.9985585139318885	0.48493434634704913	0.9739235835496536	0.8067006286841653	0.9918908137679507	0.8039758262679034
HG00103	3	5977588	980741	812891	0.1640696883090638	0.1359898005683898	0.9983626545220488	0.4700669458525233	0.9714976237611396	0.8008526330074734	0.9911970376896182	0.8003199983537063
HG00105	3	5977285	738169	613729	0.12349570080730633	0.1026768842375761	0.9984877382072163	0.48048107510126425	0.9744301747078561	0.8034188034188035	0.9930694566774317	0.7995280460019529
HG00106	3	5977220	944606	788132	0.15803433703293504	0.13185594640986947	0.9987921253908278	0.48920357672505693	0.9748422844127094	0.8034395296862609	0.9938988562917618	0.8107639258423618
HG00107	3	5978455	1003524	840866	0.1678567455973157	0.1406493818218921	0.9988592702734914	0.49290319268080574	0.975896531452087	0.8090161372369962	0.9941618122977346	0.8115209907726152
HG00108	3	5978305	562577	462904	0.09410309443897559	0.07743064296652646	0.9985149370882596	0.44982370336669697	0.9733442265795207	0.7954659636650442	0.9920233780241556	0.7933885031343787
HG00109	3	5976951	846902	705010	0.1416946533441549	0.11795478999242255	0.9986881495418737	0.4857621003511021	0.9762544835332053	0.8027148710427133	0.994065915626168	0.8037272786928276
HG00111	3	5978625	917225	761214	0.15341738275941375	0.1273225867151728	0.998559370939149	0.4679112078957536	0.9750499068184983	0.799715384845573	0.9925790708937153	0.8100398906862961
HG00112	3	5978315	859546	707204	0.14377730179824919	0.11829487071189791	0.9983882481787426	0.4459142508678112	0.9724383665823997	0.7934006458762405	0.9913980109464691	0.8024626791950676
HG00113	3	5978146	1019223	855068	0.17049148682551413	0.1430323046643558	0.9988424299979208	0.49844269005297676	0.9786701255652237	0.8076145445403452	0.9943559740950474	0.8184804061892637
HG00114	3	5978720	479252	394015	0.08015963283110766	0.0659029022934675	0.9978404557273576	0.44425744180387705	0.9692187559037267	0.7959676116950027	0.9878411686906337	0.793980788873642
HG00115	3	5977781	925998	776573	0.15490664512467084	0.12990991138685073	0.9990659941273348	0.4997255386304378	0.9794529190269688	0.8066795472443572	0.9955505737777748	0.8178501122910139
HG00116	3	5978867	517753	423901	0.08659717635465047	0.0708998878884578	0.9949143282476616	0.4399276704374812	0.9656346095162085	0.7940395819981798	0.9785258997411418	0.7897444758010328
HG00117	3	5978294	503625	417634	0.08424226041743682	0.06985839103931657	0.9988189894461286	0.45373507213770914	0.9750851512687244	0.8061783938361778	0.9930435280477506	0.7928149794932731
HG00118	3	5976612	999040	837265	0.16715824952330852	0.14009023841601229	0.9990702590929432	0.5015721133944061	0.9788502890419888	0.8060852242661936	0.9952283913847697	0.8156282516559653
HG00119	3	5977060	1032671	865593	0.17277239980860154	0.14481919204424917	0.998710130026317	0.4956226089064447	0.9766924283804985	0.8077766586157049	0.9936260887986144	0.8159174757281553
HG00120	3	5976920	877296	733697	0.14678061610327728	0.12275503101932099	0.9987865406771717	0.49500896106012054	0.9757047490574522	0.8049341919448681	0.9936768200946297	0.8142843121972623
HG00121	3	5978357	1066242	891329	0.17835033939926973	0.14909263531769681	0.9982802220174443	0.48772611578702063	0.9739408309594073	0.8071529956725084	0.9904430021879687	0.8118397042443776
HG00122	3	5976895	952862	793874	0.159424249547633	0.1328238157103312	0.9987053852741109	0.4908374072450248	0.9752689774000687	0.8028767937339867	0.9931962352501718	0.804930206200448
HG00125	3	5977351	932667	774565	0.156033500458648	0.12958332211041312	0.9977299528908627	0.47381374455707964	0.9740878925373898	0.8024956009157379	0.9895758447160317	0.8033716167715239
HG00126	3	5977977	1124349	941253	0.18808185444674677	0.15745343282518484	0.9989613517989421	0.49282751765270444	0.9735019769753369	0.8066007132583833	0.9940140114765055	0.8152796326448474
HG00127	3	5978260	935849	783229	0.15654203731520544	0.13101286996550837	0.9984039325160821	0.490190922364697	0.9709818940134172	0.8068500787149278	0.9917884169776054	0.8166860635076475
HG00128	3	5977221	997846	828441	0.1669414599192501	0.13859969373727357	0.9986746731367464	0.4715957971252646	0.9712710191299612	0.8000496593157678	0.9923319434557104	0.8094626517707012
HG00129	3	5978360	1319097	1102293	0.2206452940271245	0.18438049899972567	0.998774372458583	0.48827834813001597	0.9729443644677788	0.8049956919713168	0.9928582748920322	0.8152404003453155
HG00130	3	5977795	859342	716908	0.14375568248827536	0.11992850206472454	0.9984204273695249	0.48929714652393724	0.971267789718269	0.8031502648948874	0.9915513496042514	0.8137326471268144
HG00131	3	5977471	1227654	1024832	0.20538016830194575	0.17144909611439352	0.99888008576226	0.48402303771072597	0.9722478397722488	0.8038041870420967	0.9937720740880537	0.8160081104843154
HG00132	3	5978240	813390	680119	0.13605843860400385	0.11376575714591586	0.9985764957365343	0.4896134236239365	0.97576633203253	0.807010349985952	0.9932274488456243	0.8102281862593531
HG00135	3	5977286	1198914	997334	0.20057832267018844	0.16685398690977812	0.9986169861412801	0.4775521097440551	0.9750874305698416	0.8031827806484075	0.9929910042897495	0.8044261342181076
HG00136	3	5977942	915180	761420	0.15309282023813547	0.12737159376922694	0.9977222047558866	0.48134921605557324	0.9720731625311008	0.8044908923025267	0.9888305852457486	0.8021096320628561
HG00137	3	5978697	1272722	1063363	0.21287615010427857	0.17785865381704408	0.9978310381710505	0.48875998199574167	0.972596793937059	0.8070257549251512	0.9905651191275425	0.8092009429789858
HG00138	3	5977213	868000	724712	0.1452181811155132	0.12124580469191913	0.9984496740340276	0.49019499915600667	0.9748034034679488	0.8052026693690436	0.9929386405024715	0.8086973206809935
HG00140	3	5977169	1148108	959776	0.19208223826363283	0.16057367626714253	0.9986982885150527	0.489890459068484	0.9762528467715206	0.8059426715492187	0.9935050619817192	0.8120780895628585
HG00141	3	5976655	1114016	931800	0.18639456351420652	0.1559066066219315	0.9990939884071699	0.4931435564298458	0.9761650266118634	0.8048997963717398	0.9950844074172369	0.8152848656085923
HG00142	3	5977129	1302198	1094499	0.21786345919587816	0.183114501962397	0.998110623301819	0.5150516497070614	0.9764238047785245	0.8083199228708543	0.9921804301923568	0.8178703809926935
HG00143	3	5977315	1155299	967503	0.19328059504978407	0.16186247504105103	0.9988805797139848	0.5000411062514387	0.9753574932844343	0.8058761916976614	0.9945657506022915	0.8145718494901957
HG00145	3	5977477	785820	655718	0.13146349203853064	0.10969812179954853	0.9985524366509484	0.484773054652145	0.9750260471747628	0.8046698982726839	0.9931531471279166	0.810540642623634
HG00146	3	5977670	2086054	1768125	0.3489744331821596	0.2957883255515945	0.998237932360464	0.5313354608666274	0.9769719974301999	0.8153373911218386	0.992154043324685	0.8285873534403251
HG00148	3	5977422	1329019	1118011	0.22233983145242214	0.18703899440260366	0.9988598544654738	0.5108267294413655	0.9778858993729872	0.8089324514333601	0.9941803848829122	0.8209603090863953
HG00149	3	5977516	1032067	859874	0.17265817439886402	0.14385139245131257	0.9985949570249372	0.4832931791578152	0.9736782915453276	0.8053717527620186	0.9929189013799553	0.8020995865189577
HG00150	3	5978064	864837	722310	0.1446684076985459	0.12082674257083899	0.9976554719333152	0.4911293716361381	0.9751862255950134	0.8069336950164515	0.9900285748303369	0.8064012851108582
HG00151	3	5978745	1087813	913545	0.18194671289710465	0.15279878971255673	0.9980446266656154	0.5004886948589301	0.9754463788145605	0.809808075063975	0.9915445685148131	0.817972802467405
HG00152	3	5978588	702046	583504	0.11742672350059914	0.09759896483918945	0.9978166587853814	0.4691623012377729	0.9728197761932205	0.8046820862152374	0.9892863077840448	0.8029946964479691
HG00154	3	5978762	999907	840427	0.16724315167588205	0.1405687331256872	0.9982106637558091	0.5020323044691389	0.9774743040878628	0.8108826233337061	0.9926883280516208	0.8165096546070004
HG00155	3	5977322	989661	823934	0.1655692967519568	0.1378433351925829	0.998533433288559	0.47472902960257674	0.9751336248785228	0.8022413422041517	0.9927452574340617	0.8132576198894692
HG00156	3	5977352	862722	719642	0.1443318044512018	0.12039478350948714	0.9985659762272705	0.4864147459970861	0.973564057124987	0.8042778408489681	0.9929167108110971	0.8097324416648845
HG00157	3	5976720	1198728	1001986	0.20056619684375376	0.16764814145551407	0.9985541829534331	0.49531113868574594	0.9766211621624398	0.805286129970902	0.9935654365970428	0.81057325057973
HG00158	3	5977069	1013081	843168	0.1694946134970167	0.14106713507908308	0.9983166134670922	0.4871540765225604	0.976654192116165	0.8018318551119196	0.9928580021400667	0.8057042782086565
HG00159	3	5977138	1020950	855166	0.17080917321969144	0.1430728218086984	0.9985572313851891	0.4971071569000705	0.9773434188452607	0.807221149602406	0.9936871522319535	0.8132398746156253
HG00231	3	5978061	968873	808208	0.16207144758141478	0.13519567632381135	0.9980740170079113	0.48983725159367386	0.973746170789134	0.8057653542905259	0.9906462020526574	0.8047159004723223
HG00232	3	5982723	825314	683798	0.13794955908872933	0.11429544707318055	0.97935415087507	0.49377584873860203	0.9375431129375504	0.8149867386417449	0.9216437854099537	0.7980498347794039
HG00233	3	5977155	750988	627518	0.1256430525894008	0.10498606778643016	0.9980588357636402	0.49763116704363775	0.9762716265783751	0.8060305946611757	0.9913394581309615	0.8067380166841018
HG00234	3	5977625	841241	700587	0.1407316450931599	0.11720156416637043	0.9985129856780648	0.487226619649623	0.9762421373309663	0.8026583965891438	0.9933232889493931	0.8056054595656944
HG00237	3	5977110	926736	768437	0.15504750623629146	0.12856330233172888	0.9986359216961007	0.47304606261110693	0.973805835016637	0.8027833836893249	0.9928546218063689	0.7930303869168033
HG00238	3	5977048	895654	749749	0.14984888861524953	0.12543800886323817	0.9986359434293632	0.5011712896849125	0.9772565260192131	0.8059463727335019	0.9936884977229774	0.8120603185169724
HG00239	3	5977992	899482	754874	0.1504655743935422	0.12627551191102296	0.9989813597355798	0.4942664091277905	0.9789973301690893	0.8088505530948639	0.9949770534455968	0.8179610046265697
HG00242	3	5978369	875591	731763	0.14645984548628563	0.12240177881291703	0.9984703309292576	0.49467233498760205	0.9723606543250657	0.8049069732052746	0.9919338987369417	0.813223309250551
HG00243	3	5977756	776538	646518	0.12990459965244483	0.10815396279138861	0.9988005739584739	0.48651470048525874	0.9714026841837023	0.8012727297771148	0.9941256363893911	0.8095546296670847
HG00244	3	5977377	563400	466050	0.09425538994779817	0.0779689820468075	0.9987422751901884	0.4717797619380413	0.9727967949356442	0.796840971900163	0.993185188672583	0.8011429404741289
HG00245	3	5976709	900722	750912	0.15070534637038543	0.12563971242367664	0.9982894323040178	0.4925437981779958	0.9717035890490471	0.8019565870512243	0.9921585511317519	0.8118032824740363
HG00246	3	5977503	1132731	944799	0.1894990266002376	0.15805914275576274	0.9977844271113502	0.49187829192251076	0.9724100876828573	0.8019536712400949	0.9904870859938121	0.8159968021269575
HG00255	3	5977404	794941	663150	0.1329910108133899	0.11094281062481305	0.9988242098068549	0.48182216915616854	0.9721260507427167	0.8032294455324146	0.9930360834665573	0.8163036401492931
HG00262	3	5976535	845784	704279	0.14151745116526548	0.11784068862643655	0.9984161444039378	0.4894532370349125	0.9735927878792274	0.8042712324247034	0.9927322726379886	0.7994735212139982
HG00263	3	5978434	1257619	1058738	0.21035926799559884	0.17709286411792788	0.9982794182405879	0.5053523960054601	0.9764855310435421	0.8118053299467399	0.9922215057230372	0.8202403988527709
HG00264	3	5977425	588154	487485	0.09839588116956716	0.08155434823523507	0.9982963892555481	0.47651718734012244	0.9699630070718674	0.8057340635176375	0.991795193687231	0.7809532699177747
HG00265	3	5978397	1285689	1086075	0.21505580843828204	0.18166659055930878	0.9984943463892471	0.5121101333803989	0.9767836893167638	0.8143356647582581	0.9927902122854783	0.8249965512484481
HG01789	3	5977491	1377389	1153565	0.2304292888103052	0.1929848158700699	0.9985409233271979	0.5005002104333547	0.9758512404702028	0.8078042393845792	0.9930503903736727	0.8093157810148591
HG01790	3	5978616	900236	751450	0.1505759861479647	0.12568962448834312	0.9985502878198707	0.4848703118648419	0.9759595334508226	0.8059401564443348	0.993250646447824	0.8078079415629246
HG01791	3	5978197	1118815	939894	0.18714923579801737	0.15722031241191953	0.9984907953971836	0.5045995223792127	0.9778200697638059	0.8096687378959782	0.9932239517599215	0.8159226585450341
HG02215	3	5978716	1095988	920076	0.18331494588470165	0.15389190588748486	0.9986771475058754	0.49451710574216634	0.976548699185658	0.8099666996568458	0.9935717131592562	0.8171176489431319
