Sample	minDP	N_variants_by_WGS	N_variants_by_ATAC	N_overlap_variants_by_ATAC	Recovered_percentage	Correctly_performance_percentage	Sens_AA	Sens_AB	Sens_BB	Spec_AA	Spec_AB	Spec_BB
HG00096	8	5977376	142016	137741	0.02375892030215265	0.023043723533537123	0.9970699037254082	0.9157225203736832	0.9899462033689038	0.9597972314291285	0.9927928359352552	0.9628168289231033
HG00101	8	5976840	131074	127024	0.0219303176929615	0.02125270209676016	0.9971950114357226	0.9108792336640438	0.9907429845393302	0.9584404811281626	0.9930731317437059	0.9638361073129332
HG00102	8	5977791	150928	146446	0.025248122592442593	0.024498347299194635	0.997383313301282	0.9144698926337809	0.9898376502664519	0.9607906987963432	0.9921952801130179	0.9648077310247635
HG00103	8	5977588	128219	123954	0.021449956069237292	0.02073645758121838	0.9964208066496087	0.9057929344700852	0.9881605123974962	0.9573279904510188	0.99053998632946	0.9574518100611189
HG00105	8	5977285	117634	113888	0.019680172519797867	0.019053466582235914	0.9970403674472765	0.9081654872074034	0.9909768125065576	0.9593383336964303	0.9931539468984403	0.9551982200647249
HG00106	8	5977220	142008	137815	0.023758201973492692	0.0230567052910885	0.9979634225291325	0.9138109838578772	0.9911519482729284	0.9600627992370672	0.9946748466257669	0.9633274072849051
HG00107	8	5978455	145607	141437	0.024355289117338846	0.02365778449448896	0.9978497409326424	0.9160634187502775	0.9913575493090317	0.9625760661760112	0.9944556937614502	0.9616917074790404
HG00108	8	5978305	67805	65899	0.011341843549300346	0.011023024084585848	0.9967177242888403	0.9206077872744539	0.9902693936390666	0.9632632035570979	0.9913585928312113	0.9671770503343893
HG00109	8	5976951	121952	118309	0.020403714201438158	0.019794206109436066	0.9974957869371427	0.9156281920326864	0.9912948857453754	0.9601006579146834	0.994149776804281	0.9604397811135097
HG00111	8	5978625	92882	90110	0.01553567919044931	0.015072027431056472	0.9968089676192035	0.9158491087467182	0.9885691499966771	0.9609741668309998	0.9915476101428679	0.9637812621485033
HG00112	8	5978315	67478	65415	0.011287126891105604	0.010942046379289147	0.9958033233142404	0.9161591842515224	0.9876688729712576	0.9581730375705984	0.9896986077821408	0.9710287038687823
HG00113	8	5978146	140378	136613	0.023481862102397635	0.022852068183011925	0.9976897823531796	0.9211047180667434	0.9934087040027937	0.9641863926571007	0.9945330748968739	0.9665746442981524
HG00114	8	5978720	54603	52919	0.009132891321219258	0.008851225680413199	0.9941333703613705	0.9178171863841943	0.9859875444839857	0.9626542068640963	0.9848659003831418	0.964324559495323
HG00115	8	5977781	130515	127097	0.021833352543360152	0.021261568464953803	0.998435878320104	0.9232119350592365	0.9931701764371087	0.9635606969034352	0.9965266814019577	0.9682789235179876
