Sample	minDP	N_variants_by_WGS	N_variants_by_ATAC	N_overlap_variants_by_ATAC	Recovered_percentage	Correctly_performance_percentage	Sens_AA	Sens_AB	Sens_BB	Spec_AA	Spec_AB	Spec_BB
HG00096	8	6569664	151697	142160	0.023090526395261615	0.02163885398096463	0.9488615922290178	0.9019607843137255	0.9805311176278918	0.9535910746106764	0.9876987299049649	0.8239159451042131
HG00101	8	6569628	139706	130794	0.021265435424958613	0.019908889818418943	0.949802030387308	0.8954267470096232	0.9827330365573992	0.9518494109893731	0.989047831917747	0.8214312561076449
HG00102	8	6569573	161085	150952	0.024519858444376826	0.022977444652795546	0.9486010239314204	0.9004580933094785	0.9802912473315035	0.9544877324132643	0.987409451535012	0.8234333472093247
HG00103	8	6569561	136968	127740	0.020848881683266204	0.01944422161541692	0.9468499234088003	0.8906476142341887	0.9790862579660713	0.9504965859714463	0.9855857230018303	0.8156123822341858
HG00105	8	6569555	125837	117515	0.019154569830072205	0.017887817363580943	0.9475763071342944	0.8929739173842506	0.9811165845648604	0.9525979945305378	0.98730579242211	0.8166177593761306
HG00106	8	6569584	151763	142187	0.02310085387446146	0.021643227333724632	0.9484356374729233	0.8991755054690089	0.9824120603015075	0.9533110023189899	0.9891750227894257	0.8268843141790305
HG00107	8	6569493	155716	145851	0.023702894576491673	0.022201256626652923	0.9479059008809488	0.9001610305958132	0.9817186084078642	0.9558916584984553	0.9891810769644297	0.8176210008203445
HG00108	8	6569521	72537	68050	0.011041444269681153	0.010358441658075224	0.948050908508765	0.9042062178873117	0.9816407542176646	0.9568847117119543	0.9863677385645752	0.8271200613197687
HG00109	8	6569580	130599	122216	0.01987935301800115	0.01860332015136432	0.9483179375084215	0.8992953474263848	0.9819553179301127	0.9527541289371559	0.9887634684453566	0.8183156303457055
HG00111	8	6569505	99256	92944	0.0151085964619861	0.014147793479112962	0.9484120806413949	0.9001170256507575	0.9788320718725002	0.9542428632963935	0.9856954835134386	0.8237700673226308
HG00112	8	6569515	72027	67483	0.010963823052386667	0.01027214337740305	0.9486763911399244	0.8998785881536727	0.9799916282963583	0.951349008559974	0.9842542091534267	0.834592898902039
HG00113	8	6569654	150375	141074	0.0228893332890895	0.02147358140931014	0.9479804397212275	0.9043363055181696	0.9824969891609795	0.9572565385313253	0.9878707128253429	0.8244290237822542
HG00114	8	6569509	58358	54651	0.008883160065691363	0.008318886540835853	0.9475617018460928	0.9014161220043573	0.9766680311092919	0.9555281243744579	0.9799857887257224	0.8302018093249826
HG00115	8	6569620	139741	131304	0.021270788873633484	0.019986544122795536	0.949069185884968	0.9075963466250835	0.9841283721743693	0.9564036512292098	0.9918928788800974	0.8263455466627506
HG00116	8	6569448	59486	55631	0.009054946473432775	0.008468139180034608	0.9442925605480685	0.9037116729424421	0.9759306476287608	0.9561323519833257	0.9765738533976632	0.8265526474907143
HG00117	8	6569502	72205	67843	0.010990939648089003	0.010326962378579076	0.9529828643960229	0.8989075931232091	0.9824939849000249	0.9569304301646309	0.9896978360526445	0.8305512694627577
HG00118	8	6569777	156520	146851	0.023824248524721616	0.0223525090729868	0.9489431786988746	0.9040367225516657	0.9836033574077688	0.9552962455880321	0.9902032713305425	0.8243088499918207
HG00119	8	6569540	155455	145555	0.02366299619151417	0.02215604136667103	0.9479672367864167	0.8990139820577063	0.9823637285887081	0.9537490450486555	0.9889753278506335	0.8222940753804951
HG00120	8	6569558	146170	136660	0.022249594264941417	0.020802008293404214	0.9470798821648899	0.8977172864644732	0.9811471279811891	0.9544940155236916	0.9886693576942143	0.814294675216058
HG00121	8	6569512	150740	141393	0.022945387724385008	0.02152260320096835	0.9480036902260264	0.9050566732192898	0.9803038829487901	0.9560767590618336	0.9870005473453749	0.8265157420273156
HG00122	8	6569690	145190	136193	0.02209997732008664	0.020730506310038983	0.9487138047138047	0.9061801460413429	0.9788459131305545	0.9559883286964782	0.9880228401652662	0.8253878900890124
HG00125	8	6569583	133550	124646	0.020328535311906402	0.0189731981466708	0.9454816373038829	0.8956041372825576	0.9780989537151977	0.9524664469036968	0.9832761246031951	0.8216453763360768
HG00126	8	6569564	178014	166423	0.02709677537200338	0.02533242693122405	0.9493983775249089	0.8934427670082076	0.9806010928961748	0.9515951234951923	0.988969515397934	0.8206242140162341
HG00127	8	6569571	162963	152404	0.024805729323878225	0.023198470645952377	0.9473993604213694	0.8963455542839102	0.9801314774688751	0.953960530833067	0.9863849561365413	0.8226880394574599
HG00128	8	6569547	144593	134935	0.02200958452690878	0.020539467942005743	0.9459420136500715	0.8927156151208869	0.979228116821071	0.9527089133707222	0.986518070214284	0.8161986218359362
HG00129	8	6569583	185224	173098	0.028194179143485973	0.02634839989083021	0.9478671024866565	0.8939703233553478	0.9797375466895845	0.9507485759936918	0.9867833068242067	0.8226706264398124
