Sample	minDP	N_variants_by_WGS	N_variants_by_ATAC	N_overlap_variants_by_ATAC	Recovered_percentage	Correctly_performance_percentage	Sens_AA	Sens_AB	Sens_BB	Spec_AA	Spec_AB	Spec_BB
HG00096	10	5977376	108005	105427	0.018068965378788285	0.01763767245025242	0.9969735272649588	0.9355762554964129	0.9900961427082127	0.9694792604390278	0.9928165771297007	0.9676780255858711
HG00101	10	5976840	94045	91877	0.015734903393766604	0.01537216990918278	0.9973702699989963	0.9355472721111487	0.9917119565217392	0.9704474871574507	0.9938442708520825	0.9687437786183556
HG00102	10	5977791	109383	106882	0.018298230901682578	0.017879848927471704	0.9974429854872149	0.9365434424299506	0.989558966166486	0.9712488013324136	0.9925449951651643	0.9698596432365935
HG00103	10	5977588	96245	93743	0.016100975845106755	0.015682412371009844	0.9966058214109521	0.9284646310263481	0.9888838622115944	0.9684365951408465	0.9914845302299177	0.9616013071895425
HG00105	10	5977285	92971	90604	0.015554051714114352	0.01515805252719253	0.9972411820002453	0.9276958668554263	0.9917750066330592	0.9687146401985112	0.9936755677195058	0.96104897801774
HG00106	10	5977220	109277	106765	0.01828224492322518	0.017861982660835638	0.9979092729892125	0.9343441735210608	0.9921411299186634	0.9701933588412135	0.9948884179030046	0.9680411818328061
HG00107	10	5978455	111045	108485	0.018574196845171538	0.018145992568314055	0.997755636413099	0.9342261991226286	0.9914093206064009	0.970736629667003	0.9945566449138651	0.9669240457806254
HG00108	10	5978305	52082	50935	0.008711833872644504	0.008519973470741288	0.9965394142503279	0.9401286491835725	0.9910186717088159	0.9722784945090095	0.9917786767584497	0.9729667014734888
HG00109	10	5976951	94120	91874	0.01574715937942272	0.015371382499204025	0.9977123715762168	0.9338788438696054	0.9917861711438767	0.9694558012146232	0.9946933755051837	0.964133778388638
HG00111	10	5978625	68654	67088	0.0114832423843275	0.01122130924752765	0.9965674740484429	0.9381448111666122	0.9899171768095066	0.971870528844856	0.991856275603376	0.9688105726872247
HG00112	10	5978315	47913	46830	0.008014465614474981	0.007833310891112295	0.9957644050187805	0.9411960797386493	0.9880831643002028	0.9706695750399252	0.9899025313792862	0.9768141371099135
HG00113	10	5978146	106849	104561	0.01787326706306604	0.017490539709133904	0.9976365639549348	0.9387028657616893	0.9934576757532281	0.9724247830530199	0.9946301860256984	0.9708917554683119
HG00114	10	5978720	42068	41043	0.0070362887039366285	0.006864847325179972	0.9938936131717026	0.9385431889854626	0.9877856013795085	0.9715688008489565	0.986020202020202	0.9713155291790306
HG00115	10	5977781	100693	98604	0.016844544823572494	0.016495084045400794	0.9983884728410276	0.9402288704643611	0.9941455598693536	0.9720171293561725	0.9969581494852253	0.9717486898379616
HG00116	10	5978867	42416	41396	0.007094320713272264	0.006923719828522695	0.9931485518530053	0.9412620615714504	0.9859032117424793	0.9723831511085943	0.9830440694233384	0.9752731454859115
HG00117	10	5978294	52976	51784	0.00886139089178284	0.008662002905845715	0.9980403334996081	0.9352326803040604	0.9901477832512315	0.9717606244579359	0.9941531993167784	0.9679695374622018
HG00118	10	5976612	111401	108970	0.01863949006560908	0.01823273787891869	0.9980475499343424	0.9386102990780302	0.9932029639534236	0.9711821376330346	0.9955576756805105	0.9697546646358048
HG00119	10	5977060	109511	106895	0.01832188400317213	0.01788421063198295	0.9975763704840285	0.9324485926790141	0.9916638693073738	0.968939996951581	0.9937519428038545	0.9688969060894282
HG00120	10	5976920	106678	104107	0.017848323216640007	0.017418168555041726	0.9976017480591924	0.9316495990870597	0.9913974719101124	0.9694270374782054	0.9942950546456845	0.9652991452991453
