Sample	minDP	N_variants_by_WGS	N_variants_by_ATAC	N_overlap_variants_by_ATAC	Recovered_percentage	Correctly_performance_percentage	Sens_AA	Sens_AB	Sens_BB	Spec_AA	Spec_AB	Spec_BB
HG00096	5	5977376	340908	316399	0.05703305263045189	0.05293275845454594	0.9978321878098375	0.781922364957257	0.9881932803731507	0.9027670788566795	0.9933351452914693	0.9197998812855084
HG00101	5	5976840	367155	338373	0.06142961832674122	0.05661403015640372	0.9978954375544062	0.7555132911672343	0.9882182930975859	0.8966343831236053	0.9931392955568218	0.9108958989547584
HG00102	5	5977791	401523	371485	0.06716912652182051	0.06214419339853133	0.9978073985041481	0.7678332176467739	0.9882573179033356	0.9013801352142305	0.9920641541702296	0.9144227328036647
HG00103	5	5977588	324390	299487	0.05426770797853583	0.05010164634966478	0.997421808467201	0.763666779519248	0.98693980124129	0.8993872452333991	0.9912241020537411	0.9111681372376701
HG00105	5	5977285	251706	233525	0.04211042304323786	0.039068741075588664	0.9975911098317565	0.7788762500954272	0.9891973431303375	0.904789386538052	0.9933468559837728	0.9130249270154952
HG00106	5	5977220	328664	305210	0.05498609721576251	0.051062199484041074	0.9983711365394796	0.77987188722961	0.9900634679792018	0.9033577395396333	0.9947104400516539	0.9201533990266385
HG00107	5	5978455	352277	327222	0.058924421108798176	0.05473353901635122	0.9982692750780969	0.7781646998129876	0.9894222517994431	0.9051748849728648	0.9944549093477749	0.9184114701866181
HG00108	5	5978305	156889	145592	0.026243057187614216	0.024353391136785425	0.9975285908121729	0.779548064304462	0.9872541736716581	0.904288616770084	0.9918599493855828	0.9180512634066533
HG00109	5	5976951	282561	262310	0.04727510732478817	0.04388692495555008	0.9978524199230394	0.7830312904521716	0.9897443814648993	0.9037144750404947	0.9937825742125538	0.9164165084032755
HG00111	5	5978625	263147	243753	0.04401463547220306	0.040770745781847834	0.9976778460764226	0.7717517329846807	0.9875052352366327	0.9014973852600123	0.9922452345459736	0.9195519348268839
HG00112	5	5978315	218301	201285	0.036515473005353516	0.0336691860499154	0.9972794200731863	0.7589062685857024	0.9869152128014224	0.8955564054731222	0.9908372643798653	0.9186470481756355
HG00113	5	5978146	344347	321018	0.057600968594611106	0.05369858815759936	0.998183179545905	0.7890355482225889	0.991827120398294	0.9079463963783502	0.9947290046564399	0.925655758181364
HG00114	5	5978720	124914	115969	0.020893100864399067	0.019396961222469023	0.9957333090390076	0.7844628442391051	0.9832424006235386	0.9065623401578722	0.9866157411941371	0.9197958439664601
HG00115	5	5977781	308158	287771	0.05155056700805868	0.04814010416239738	0.9986428620119105	0.7959411886518948	0.9915353821028102	0.9085629876866177	0.9959964239903604	0.9286500401052062
HG00116	5	5978867	133307	123264	0.0222963648463831	0.0206166151546773	0.9935817512043071	0.7752841950861753	0.9821739528915773	0.9037100993569505	0.9813708803961009	0.9162142521267046
HG00117	5	5978294	152760	141816	0.025552440211204067	0.023721817628908848	0.9983299974213196	0.7716355567158334	0.9883266947982805	0.9071949831507063	0.9935850747941061	0.9131686343098674
HG00118	5	5976612	349831	325691	0.058533329585390516	0.05449425192734613	0.9986394184611165	0.7884503825096987	0.9910539558289069	0.9052691781673505	0.9956618286708484	0.9238988793328121
HG00119	5	5977060	360431	334948	0.06030238946907008	0.05603892214567028	0.9982214694050392	0.7808347872768756	0.9897566364275433	0.90398535093522	0.994065450900434	0.9235935401243245
HG00120	5	5976920	302387	281941	0.05059244560743661	0.04717162016557023	0.9982433385382562	0.791617962722887	0.9892634005297531	0.9086037835328638	0.9942211960656088	0.9237420938355517
HG00121	5	5978357	354216	328967	0.059249723628080425	0.05502632244946228	0.9974604634253269	0.7811755687573576	0.9868734047540499	0.9053398293816785	0.9909818131302023	0.9202733116367935
HG00122	5	5976895	320798	298238	0.05367301918471046	0.04989848407910796	0.9980736672708891	0.7869847000680654	0.9885780974975128	0.9051967358986045	0.9936108205051561	0.9194455318694615
HG00125	5	5977351	303437	280702	0.050764460711776836	0.04696093637465827	0.9967066661619411	0.7707207015452726	0.9876596496046771	0.9014550641940086	0.98995283986057	0.9147768571013228
HG00126	5	5977977	401804	372763	0.06721404247624238	0.062356044528107085	0.9984288859201836	0.7743542613911193	0.9895967593445038	0.9030125377045832	0.9942551936155016	0.9194514142335767
HG00127	5	5978260	333674	310334	0.055814568118482635	0.05191042209606139	0.9975029385464178	0.7811232326414871	0.9883059243844496	0.9066581469648562	0.9920098033086167	0.9240650182519458
HG00128	5	5977221	324950	301049	0.05436472902708466	0.05036604803469706	0.9979736283022353	0.7695801941904032	0.987950428979981	0.9026940088459992	0.9924920439046567	0.9176849785711756
HG00129	5	5978360	463201	428316	0.07747960979265217	0.07164439746017302	0.9980325261957981	0.765381943713558	0.9877175715576169	0.8990166594192042	0.9926653259197918	0.9197393695152725
HG00130	5	5977795	292768	272282	0.048975918377930326	0.045548902228999155	0.9973904603973441	0.7849578847301749	0.9874569233074338	0.9067466810022439	0.9912062756483627	0.9228445689137827
HG00131	5	5977471	413924	383688	0.06924734557474223	0.06418901906843212	0.9983907379033354	0.7698154351810884	0.9894095089727074	0.9013128279000483	0.9942041999142874	0.9229640601419709
HG00132	5	5978240	273702	254476	0.04578303982442993	0.04256704314313243	0.9977962083660658	0.7845069266049665	0.9887912482065997	0.9063845910956742	0.9928741092636579	0.9190698449741623
HG00135	5	5977286	397743	367501	0.06654240737351366	0.06148292050940845	0.997990397512643	0.7641284224885511	0.9886635220125786	0.8991118322729408	0.9932451687124658	0.9138592564601924
HG00136	5	5977942	313698	290284	0.0524759189701071	0.0485591864223507	0.9965880406294914	0.7731675285233522	0.9862756714060031	0.9025820248193785	0.988975799254554	0.913722763945043
HG00137	5	5978697	450645	417145	0.07537511936129226	0.06977189176839034	0.9968603022115481	0.7698097941905236	0.9884781167108754	0.9016473197112664	0.9906939989773625	0.9182259182259183
HG00138	5	5977213	299325	278098	0.05007768670783524	0.046526366050532245	0.9977049598367972	0.782971993973522	0.9892180531118294	0.9051003707152318	0.9930881196975035	0.9186965608968269
HG00140	5	5977169	390688	362329	0.06536338524140776	0.06061883142337116	0.9981419329733936	0.7762694903993635	0.9896009750075183	0.9023939772387469	0.9939924800974647	0.9184956662259439
HG00141	5	5976655	390150	362690	0.06527898966897035	0.06068444640020212	0.998631273934505	0.7798158281505593	0.9902964451702048	0.9046934360489658	0.9953472597585662	0.9224401445014845
HG00142	5	5977129	506616	469248	0.08475908751509295	0.07850725657753078	0.9972217070225708	0.7772403894158761	0.9894384620064489	0.9008278026813832	0.992216503879798	0.9174573804339241
HG00143	5	5977315	409280	380140	0.06847221536760234	0.06359711676563809	0.9981800116999248	0.7816534752865915	0.990076604333267	0.9033209525890321	0.9945242103178532	0.9212645477050906
HG00145	5	5977477	254032	236846	0.042498197818243384	0.03962307174080302	0.9978440905779324	0.7916550199476533	0.9884347740860531	0.9094506328427785	0.9936529199757599	0.9223101193470209
HG00146	5	5977670	860895	797383	0.14401848880918486	0.1333936132305731	0.9976460456437491	0.7735899591551286	0.9895343992874485	0.8999637455976797	0.9924217117005335	0.9224593380250568
HG00148	5	5977422	480158	446536	0.08032860989235828	0.0747037769794403	0.998290299237394	0.785896425425379	0.9896483796624136	0.9041560583526294	0.9942935192478506	0.9246472350202697
HG00149	5	5977516	365477	337587	0.06114195261041543	0.05647613490285931	0.9979334648558891	0.7646333623931172	0.9884131150830142	0.899587538888185	0.9932964983927611	0.9101910729957351
HG00150	5	5978064	305762	283403	0.051147327964371075	0.04740715388794767	0.9964598332048848	0.7782264408201793	0.9879574970484062	0.9044799717904531	0.9897292250233427	0.9134540161921223
HG00151	5	5978745	385765	358487	0.06452273846768845	0.05996024249236253	0.9971548257207693	0.7827880190126499	0.9883932096328464	0.9057063528612243	0.9917160517428153	0.9211998116095608
HG00152	5	5978588	216423	201045	0.03619968460780371	0.03362750535745229	0.9966202870561384	0.7822211515297519	0.9860633935498171	0.9069340150183736	0.9893169310456459	0.9189000774593339
HG00154	5	5978762	362736	336771	0.060670754246447675	0.0563278819260576	0.997150397997918	0.7793991875133632	0.9896825133530173	0.9048016601865324	0.9921072327685923	0.918769922542694
HG00155	5	5977322	313402	290695	0.05243184155044684	0.04863298313191091	0.997754060549559	0.7722872993068154	0.9889326119035907	0.9027254403645605	0.9928545427581464	0.9226872363334686
HG00156	5	5977352	302951	280725	0.05068314531250628	0.04696477637589354	0.9978100899945725	0.7747722910856865	0.9880250259026062	0.9019481445563193	0.9928931526953024	0.917173772311107
HG00157	5	5976720	423671	392477	0.07088687440602873	0.0656676237133411	0.9977920179876335	0.7748370754000766	0.9898914428866523	0.9007810850749419	0.9935327171262518	0.9181319129276844
HG00158	5	5977069	343053	318023	0.057394853564514646	0.05320718231628244	0.9974944491982797	0.7790007921448704	0.9903203792830975	0.9013791953262007	0.9933053803601001	0.9184557219233523
HG00159	5	5977138	358666	333013	0.060006310712585186	0.05571445732054371	0.9977902847071728	0.7808464083680222	0.9903647036675737	0.9038170295272362	0.9935602888250074	0.918918918918919
HG00231	5	5978061	338846	313844	0.05668158956557988	0.05249929701286086	0.997031220072783	0.7758355580291868	0.9881066425666516	0.9023503619863363	0.9907960678488821	0.9157258199604676
HG00232	5	5982723	300976	274690	0.050307527191213765	0.04591387567166322	0.9762942325827946	0.7757001023997151	0.9539197840181621	0.9079772537060179	0.9321099935801412	0.9010471001893281
HG00233	5	5977155	262697	244415	0.04395017361938916	0.04089152782552904	0.996956764050217	0.7922057714634526	0.9890836839644693	0.9079452640295985	0.9913428990803702	0.9159847599255314
HG00234	5	5977625	286766	265999	0.04797323351665586	0.044499111269107716	0.9977397739773978	0.7801062150136358	0.9894827959316166	0.9042272925025379	0.9932801934404566	0.9119811715898438
HG00237	5	5977110	311231	287396	0.05207048222301413	0.04808276909744007	0.9979994354234938	0.7652162292739589	0.9876460898894031	0.8994414025772911	0.9931558022253649	0.908035408441055
